CAS,HC50,MW,AOH,BCF,BioHL,BP,HL,KM,KOA,LogP,MP,KOC,VP,WS,MoA
95-70-5,8.41E-01,2.09E+00,-9.95E+00,1.55E+00,7.34E-01,2.71E+02,-7.23E+00,-8.70E-01,7.86E+00,1.67E+00,3.40E-01,8.04E+01,-3.32E+00,-4.49E-01,5.00E+00
95-75-0,2.38E-01,2.21E+00,-1.14E+01,2.83E+00,1.08E+00,2.04E+02,-2.74E+00,8.40E-01,4.82E+00,2.72E+00,3.83E+00,-4.65E+00,-3.62E-01,-3.81E+00,1.00E+00
95-84-1,3.50E-01,2.09E+00,-9.94E+00,7.79E-01,6.31E-01,2.77E+02,-7.30E+00,-9.91E-01,7.78E+00,1.72E+00,9.34E-01,1.44E+02,-3.01E+00,-1.53E+00,5.00E+00
95-88-5,1.27E+00,2.16E+00,-1.07E+01,1.15E+00,9.06E-01,2.67E+02,-6.77E+00,-8.07E-01,7.60E+00,2.20E+00,1.72E+00,1.08E+02,-3.19E+00,-1.56E+00,5.00E+00
96-05-9,-3.05E-01,2.10E+00,-1.05E+01,5.53E-01,6.67E-01,1.54E+02,-3.82E+00,-1.07E+00,3.64E+00,1.44E+00,2.05E+00,-9.89E+00,8.28E-01,-1.28E+00,3.00E+00
96-17-3,6.98E-01,1.94E+00,-1.06E+01,6.96E-01,6.47E-01,9.35E+01,-3.94E+00,-1.07E+00,2.82E+00,1.27E+00,1.06E+00,-1.97E+01,1.48E+00,-5.93E-01,3.00E+00
962-58-3,-8.18E-01,2.46E+00,-1.08E+01,-2.18E-01,6.33E-01,3.31E+02,-6.57E+00,-5.50E-01,9.42E+00,2.47E+00,2.27E+00,6.36E+01,-4.70E+00,-2.91E+00,5.00E+00
96-34-4,1.62E+00,2.04E+00,-1.20E+01,9.50E-01,6.15E-01,1.19E+02,-3.79E+00,-1.11E+00,3.12E+00,1.15E+00,1.50E-01,-5.17E+01,1.03E+00,-2.49E-01,3.00E+00
96-41-3,2.85E+00,1.94E+00,-1.09E+01,6.78E-01,6.81E-01,1.38E+02,-5.11E+00,-8.75E-01,4.27E+00,1.29E+00,8.87E-01,-1.68E+01,3.33E-01,-1.56E-01,5.00E+00
97-11-0,-1.56E+00,2.52E+00,-9.74E+00,1.72E+00,4.67E-01,3.52E+02,-4.49E+00,-3.22E-01,9.33E+00,3.19E+00,4.76E+00,5.73E+01,-5.58E+00,-5.34E+00,4.00E+00
97-63-2,2.10E+00,2.06E+00,-1.05E+01,5.33E-01,6.65E-01,1.19E+02,-3.93E+00,-1.21E+00,3.70E+00,1.57E+00,1.88E+00,-7.63E-01,1.37E+00,-1.13E+00,3.00E+00
97-99-4,3.25E+00,2.01E+00,-1.07E+01,3.51E-01,6.33E-01,1.71E+02,-6.14E+00,-8.33E-01,4.61E+00,1.09E+00,-1.12E-02,-1.17E+01,4.04E-02,1.01E+00,1.00E+00
98-06-6,1.46E+00,2.13E+00,-1.11E+01,2.31E+00,7.44E-01,1.73E+02,-2.10E+00,-1.20E-01,4.46E+00,2.84E+00,4.20E+00,-5.78E+01,1.97E-01,-3.73E+00,1.00E+00
98-08-8,2.41E-01,2.16E+00,-1.24E+01,1.61E+00,8.01E-01,1.02E+02,-1.61E+00,-4.96E-01,3.27E+00,2.19E+00,3.02E+00,-2.56E+01,1.49E+00,-3.29E+00,2.00E+00
98-09-9,1.76E-01,2.25E+00,-1.19E+01,7.96E-01,8.83E-01,2.50E+02,-7.11E+00,-1.51E-01,5.05E+00,2.23E+00,9.52E-01,2.88E+01,-1.30E+00,-2.38E+00,5.00E+00
98-17-9,7.40E-01,2.21E+00,-1.21E+01,9.48E-01,6.11E-01,1.73E+02,-5.18E+00,-8.86E-01,4.74E+00,2.08E+00,2.91E+00,2.77E+01,-1.95E+00,-8.11E-01,5.00E+00
98-88-4,1.61E+00,2.15E+00,-1.10E+01,1.06E+00,6.73E-01,2.06E+02,-6.09E+00,-4.43E-01,4.58E+00,1.95E+00,2.24E+00,1.46E+01,-4.08E-01,-1.97E+00,3.00E+00
99-52-5,1.64E+00,2.18E+00,-1.16E+01,7.51E-01,5.52E-01,2.98E+02,-8.58E+00,-8.40E-01,7.56E+00,1.97E+00,1.75E+00,1.18E+02,-4.76E+00,-3.25E+00,5.00E+00
99-61-6,4.62E-01,2.18E+00,-1.05E+01,1.14E+00,5.51E-01,2.02E+02,-5.65E+00,-8.85E-01,4.85E+00,2.00E+00,1.52E+00,6.80E+01,-2.18E+00,-1.90E+00,3.00E+00
99-71-8,-2.39E-01,2.18E+00,-1.01E+01,1.45E+00,5.49E-01,2.36E+02,-6.19E+00,-8.01E-01,7.57E+00,3.44E+00,3.23E+00,5.10E+01,-1.66E+00,-2.26E+00,5.00E+00
99-89-8,1.36E+00,2.13E+00,-1.01E+01,1.60E+00,6.10E-01,2.28E+02,-6.22E+00,-8.36E-01,6.51E+00,2.97E+00,2.99E+00,3.94E+01,-1.39E+00,-2.01E+00,5.00E+00
99-92-3,3.98E-01,2.13E+00,-1.11E+01,8.40E-01,5.52E-01,2.89E+02,-8.70E+00,-8.01E-01,7.48E+00,1.72E+00,9.40E-01,9.39E+01,-1.46E+00,-1.36E+00,5.00E+00
99-93-4,1.98E+00,2.13E+00,-1.14E+01,8.57E-01,5.53E-01,2.87E+02,-8.70E+00,-7.97E-01,7.78E+00,1.73E+00,1.36E+00,1.08E+02,-3.49E+00,-9.50E-01,5.00E+00
999-61-1,2.23E-01,2.11E+00,-1.06E+01,5.52E-01,6.88E-01,1.83E+02,-6.09E+00,-1.03E+00,4.78E+00,1.31E+00,3.75E-01,-4.10E+01,-9.68E-01,7.60E-01,3.00E+00
99-97-8,1.29E+00,2.13E+00,-1.08E+01,8.46E-01,6.96E-01,2.06E+02,-3.93E+00,-1.58E-01,4.86E+00,1.90E+00,2.76E+00,-4.43E+01,-5.89E-01,-2.30E+00,5.00E+00
100-02-7,7.51E-01,2.14E+00,-1.19E+01,1.07E+00,6.12E-01,2.74E+02,-9.04E+00,-6.00E-01,6.11E+00,2.20E+00,2.01E+00,1.05E+02,-3.46E+00,-1.11E+00,5.00E+00
10004-44-1,1.37E+00,2.00E+00,-1.06E+01,1.65E-01,6.54E-01,2.46E+02,-7.07E+00,-5.40E-01,4.73E+00,1.00E+00,1.11E-01,8.74E+01,-2.29E+00,6.20E-02,5.00E+00
100-17-4,1.26E+00,2.19E+00,-1.17E+01,8.74E-01,6.50E-01,2.68E+02,-5.04E+00,-9.28E-01,4.43E+00,2.12E+00,2.14E+00,4.36E+01,-2.80E+00,-2.38E+00,5.00E+00
100-20-9,2.26E+00,2.31E+00,-1.11E+01,8.92E-01,7.12E-01,2.73E+02,-5.79E+00,1.14E+00,6.82E+00,2.12E+00,2.06E+00,4.79E+01,-3.53E+00,-2.46E+00,3.00E+00
100-25-4,1.30E-02,2.23E+00,-1.21E+01,8.28E-01,7.66E-01,2.98E+02,-6.99E+00,-9.02E-01,4.74E+00,2.28E+00,1.57E+00,1.32E+02,-3.62E+00,-3.17E+00,5.00E+00
100-29-8,9.74E-01,2.22E+00,-1.16E+01,9.80E-01,5.51E-01,2.73E+02,-5.97E+00,-9.33E-01,5.00E+00,3.21E+00,2.47E+00,4.17E+01,-3.12E+00,-2.64E+00,5.00E+00
100-37-8,1.89E+00,2.07E+00,-1.08E+01,6.05E-01,6.16E-01,1.64E+02,-6.10E+00,-1.06E+00,4.80E+00,1.83E+00,3.52E-01,6.38E+00,6.44E-02,8.33E-01,5.00E+00
100-46-9,1.71E+00,2.03E+00,-1.01E+01,7.10E-01,9.02E-01,1.90E+02,-5.71E+00,-8.55E-01,5.76E+00,1.36E+00,1.22E+00,-1.78E+01,-3.97E-01,4.40E-01,5.00E+00
100-47-0,1.76E+00,2.01E+00,-1.24E+01,1.16E+00,8.05E-01,1.96E+02,-4.45E+00,-7.69E-01,3.97E+00,1.68E+00,1.55E+00,-9.17E+00,-1.58E-01,-1.60E+00,5.00E+00
10061-01-5,5.14E-01,2.05E+00,-1.09E+01,9.00E-01,7.30E-01,9.76E+01,-2.69E+00,-1.07E+00,3.10E+00,1.68E+00,2.03E+00,-4.70E+01,1.50E+00,-1.71E+00,3.00E+00
100-61-8,1.15E+00,2.03E+00,-1.01E+01,1.04E+00,7.71E-01,1.98E+02,-5.17E+00,-8.43E-01,5.71E+00,2.05E+00,1.78E+00,-5.23E+01,-5.03E-01,-1.18E+00,5.00E+00
100-66-3,1.52E+00,2.03E+00,-1.07E+01,9.05E-01,5.64E-01,1.57E+02,-5.00E+00,-4.37E-01,3.75E+00,1.92E+00,2.22E+00,-3.93E+01,3.66E-01,-1.97E+00,1.00E+00
100784-20-1,-7.72E-01,2.64E+00,-1.09E+01,4.14E-01,6.30E-01,2.65E+02,-1.03E+01,-4.46E-01,9.56E+00,1.65E+00,2.30E-01,1.75E+02,-9.81E+00,-4.38E+00,5.00E+00
101-02-0,-5.47E-01,2.49E+00,-1.03E+01,2.70E+00,1.46E+00,3.67E+02,-5.44E+00,2.49E-01,1.07E+01,4.49E+00,4.64E+00,3.24E+01,-5.52E+00,-5.48E+00,5.00E+00
101205-02-1,1.79E+00,2.51E+00,-1.00E+01,8.80E-01,6.27E-01,3.16E+02,-8.05E+00,-2.99E-01,9.69E+00,2.77E+00,4.27E+00,7.05E+01,-6.05E+00,-3.67E+00,5.00E+00
101-27-9,-1.34E-01,2.41E+00,-1.08E+01,1.64E+00,5.24E-01,2.84E+02,-8.81E+00,-9.86E-01,9.70E+00,2.96E+00,2.63E+00,8.18E+01,-6.13E+00,-3.94E+00,4.00E+00
101-42-8,5.27E-01,2.22E+00,-1.09E+01,7.01E-01,6.66E-01,3.10E+02,-8.74E+00,-9.64E-01,9.29E+00,1.46E+00,1.05E+00,1.36E+02,-4.78E+00,-1.57E+00,5.00E+00
1014-69-3,1.34E-01,2.33E+00,-1.08E+01,5.00E-01,5.25E-01,3.44E+02,-7.62E+00,-8.74E-01,8.98E+00,2.36E+00,2.55E+00,8.74E+01,-5.93E+00,-2.82E+00,5.00E+00
1014-70-6,-8.23E-02,2.33E+00,-1.07E+01,6.50E-01,5.26E-01,3.42E+02,-7.62E+00,-8.75E-01,9.02E+00,2.32E+00,2.74E+00,9.61E+01,-5.80E+00,-2.91E+00,5.00E+00
101-54-2,-4.17E-02,2.27E+00,-1.04E+01,1.70E+00,1.35E+00,3.48E+02,-6.97E+00,-6.52E-01,8.40E+00,3.21E+00,2.88E+00,7.30E+01,-5.00E+00,-2.25E+00,5.00E+00
101-72-4,-5.14E-02,2.35E+00,-1.08E+01,1.44E+00,8.04E-01,3.66E+02,-7.03E+00,-2.12E-01,9.11E+00,2.46E+00,3.23E+00,7.64E+01,-7.06E+00,-3.62E+00,5.00E+00
101-77-9,1.09E+00,2.30E+00,-1.05E+01,1.25E+00,1.29E+00,3.87E+02,-6.97E+00,-2.12E-01,8.38E+00,2.11E+00,1.53E+00,9.89E+01,-5.49E+00,-2.40E+00,5.00E+00
101-83-7,6.04E-01,2.26E+00,-1.09E+01,6.78E-01,1.54E+00,2.56E+02,-4.59E+00,-5.03E-01,8.52E+00,2.54E+00,4.32E+00,-1.47E-01,-1.47E+00,-2.64E+00,5.00E+00
101-84-8,-1.01E-01,2.23E+00,-1.09E+01,2.48E+00,7.69E-01,2.61E+02,-4.10E+00,-8.05E-02,6.12E+00,3.29E+00,4.22E+00,3.70E+01,-1.90E+00,-3.97E+00,1.00E+00
102-01-2,1.97E+00,2.25E+00,-1.06E+01,7.10E-01,5.49E-01,2.99E+02,-9.25E+00,-1.04E+00,8.91E+00,1.90E+00,1.17E+00,9.92E+01,-4.76E+00,-1.83E+00,5.00E+00
102-06-7,6.29E-01,2.32E+00,-1.02E+01,1.31E+00,1.22E+00,2.74E+02,-8.61E+00,-9.33E-01,8.33E+00,2.31E+00,2.97E+00,1.60E+02,-6.60E+00,-2.37E+00,5.00E+00
10222-01-2,-1.27E-01,2.38E+00,-1.16E+01,4.35E-01,9.45E-01,3.06E+02,-9.20E+00,-5.33E-01,7.74E+00,7.23E-01,7.89E-01,1.27E+02,-3.25E+00,-9.88E-01,3.00E+00
102-69-2,1.41E+00,2.16E+00,-1.09E+01,1.23E+00,5.62E-01,1.59E+02,-3.46E+00,9.30E-01,4.47E+00,2.13E+00,2.68E+00,-6.85E+01,5.16E-01,-2.12E+00,1.00E+00
102-82-9,7.90E-01,2.27E+00,-1.07E+01,1.38E+00,5.91E-01,2.14E+02,-2.82E+00,8.10E-01,5.73E+00,2.58E+00,3.05E+00,-4.60E+01,-1.07E+00,-3.11E+00,1.00E+00
102851-06-9,-2.72E+00,2.70E+00,-1.06E+01,2.38E+00,5.50E-01,4.35E+02,-1.09E+01,6.71E-01,1.03E+01,5.64E+00,6.04E+00,1.54E+02,-8.00E+00,-8.07E+00,3.00E+00
103112-35-2,-7.12E-01,2.61E+00,-1.10E+01,3.10E+00,5.25E-01,3.33E+02,-8.19E+00,4.12E-01,1.05E+01,3.44E+00,3.23E+00,1.05E+02,-7.95E+00,-5.53E+00,3.00E+00
103-11-7,1.46E+00,2.27E+00,-1.06E+01,1.95E+00,6.70E-01,2.16E+02,-3.62E+00,-6.48E-01,5.25E+00,2.56E+00,4.24E+00,-6.86E+01,-5.63E-01,-3.49E+00,3.00E+00
103361-09-7,-1.28E+00,2.55E+00,-9.93E+00,8.80E-01,5.26E-01,4.08E+02,-9.34E+00,4.15E-01,1.17E+01,3.12E+00,2.50E+00,1.95E+02,-5.78E+00,-5.21E+00,5.00E+00
103-65-1,4.08E-01,2.08E+00,-1.11E+01,1.92E+00,6.03E-01,1.60E+02,-2.05E+00,-4.04E-01,4.54E+00,2.85E+00,3.65E+00,-8.94E+01,3.60E-01,-3.34E+00,1.00E+00
103-69-5,1.16E+00,2.08E+00,-1.10E+01,1.06E+00,6.08E-01,2.04E+02,-5.13E+00,-7.04E-01,6.19E+00,1.74E+00,2.18E+00,-5.27E+01,-7.72E-01,-1.41E+00,5.00E+00
103-82-2,1.44E+00,2.13E+00,-1.10E+01,5.49E-01,6.84E-01,2.65E+02,-6.83E+00,-9.13E-01,6.52E+00,1.59E+00,1.75E+00,1.11E+02,-2.86E+00,-9.77E-01,1.00E+00
103-83-3,1.28E+00,2.13E+00,-1.10E+01,1.07E+00,6.97E-01,1.87E+02,-3.63E+00,-3.07E-01,4.31E+00,1.89E+00,2.07E+00,-3.81E+01,-3.22E-01,-1.19E+00,5.00E+00
104-40-5,-1.24E+00,2.34E+00,-1.08E+01,2.64E+00,5.96E-01,2.69E+02,-4.98E+00,-2.36E-01,9.36E+00,3.81E+00,5.69E+00,5.19E+01,-2.94E+00,-4.46E+00,5.00E+00
104-75-6,6.48E-01,2.11E+00,-1.07E+01,1.22E+00,6.08E-01,1.67E+02,-4.41E+00,-8.83E-01,5.88E+00,1.79E+00,2.80E+00,-4.34E+01,2.86E-01,-1.94E+00,2.00E+00
104-88-1,7.35E-01,2.15E+00,-1.06E+01,4.60E-01,7.27E-01,2.12E+02,-4.23E+00,-1.60E-01,4.58E+00,2.04E+00,2.18E+00,2.33E+01,-8.35E-01,-2.03E+00,3.00E+00
104-93-8,1.67E+00,2.09E+00,-1.06E+01,9.77E-01,6.72E-01,1.73E+02,-5.01E+00,-4.16E-01,4.15E+00,2.33E+00,2.67E+00,-3.87E+01,4.20E-02,-2.42E+00,1.00E+00
105-37-3,1.96E+00,2.01E+00,-1.16E+01,5.22E-01,6.16E-01,1.01E+02,-3.63E+00,-1.05E+00,3.27E+00,1.20E+00,1.24E+00,-8.66E+01,1.52E+00,-7.41E-01,5.00E+00
105-38-4,1.49E+00,2.00E+00,-1.06E+01,6.37E-01,6.64E-01,9.70E+01,-3.70E+00,-1.16E+00,3.13E+00,1.23E+00,1.18E+00,-7.04E+01,1.52E+00,-7.29E-01,5.00E+00
105512-06-9,2.00E-01,2.54E+00,-1.06E+01,2.66E+00,5.26E-01,3.71E+02,-9.16E+00,-6.52E-01,9.62E+00,2.99E+00,3.83E+00,6.86E+01,-7.54E+00,-5.05E+00,5.00E+00
10552-74-6,-1.53E-01,2.47E+00,-1.09E+01,1.22E+00,7.59E-01,3.15E+02,-7.68E+00,-3.28E-01,8.21E+00,2.51E+00,2.79E+00,6.72E+01,-6.11E+00,-4.81E+00,5.00E+00
105-53-3,1.74E+00,2.20E+00,-1.14E+01,3.56E-01,6.16E-01,2.07E+02,-4.94E+00,-1.12E+00,4.52E+00,1.30E+00,8.95E-01,-3.71E+01,-5.46E-01,-8.22E-01,5.00E+00
105-54-4,2.28E+00,2.07E+00,-1.13E+01,3.47E-01,6.63E-01,1.25E+02,-3.52E+00,-1.04E+00,3.65E+00,1.52E+00,1.77E+00,-8.39E+01,1.16E+00,-1.28E+00,5.00E+00
105-59-9,2.28E+00,2.08E+00,-1.05E+01,5.92E-01,6.15E-01,2.44E+02,-8.53E+00,-1.10E+00,7.36E+00,1.56E+00,-1.70E+00,-2.05E+01,-3.40E+00,9.23E-01,5.00E+00
105-75-9,-4.65E-01,2.36E+00,-1.04E+01,8.27E-01,6.64E-01,2.74E+02,-6.95E+00,-7.48E-02,6.90E+00,2.52E+00,2.49E+00,-3.41E+01,-2.97E+00,-2.76E+00,3.00E+00
105-76-0,5.29E-01,2.36E+00,-1.04E+01,8.27E-01,6.64E-01,2.74E+02,-6.95E+00,-7.48E-02,6.90E+00,2.52E+00,2.49E+00,-3.41E+01,-2.97E+00,-2.76E+00,3.00E+00
105-99-7,4.64E-01,2.41E+00,-1.11E+01,1.80E+00,7.10E-01,3.01E+02,-7.00E+00,-1.88E-01,7.38E+00,3.09E+00,3.93E+00,-1.06E+01,-2.98E+00,-3.14E+00,5.00E+00
106-24-1,2.66E-01,2.19E+00,-9.65E+00,8.59E-01,6.47E-01,2.23E+02,-6.27E+00,-1.03E+00,7.65E+00,1.99E+00,3.44E+00,1.01E+01,-1.48E+00,-2.68E+00,3.00E+00
106325-08-0,1.15E-01,2.52E+00,-1.08E+01,1.91E+00,5.49E-01,3.36E+02,-5.49E+00,-3.05E-01,1.02E+01,2.47E+00,3.45E+00,1.15E+02,-6.62E+00,-4.82E+00,5.00E+00
106-42-3,8.81E-01,2.03E+00,-1.08E+01,1.16E+00,7.87E-01,1.40E+02,-2.17E+00,-3.76E-01,3.87E+00,2.46E+00,3.14E+00,-3.30E+01,9.45E-01,-2.84E+00,1.00E+00
106-43-4,7.27E-01,2.10E+00,-1.14E+01,1.89E+00,1.01E+00,1.62E+02,-2.81E+00,-7.35E-01,4.14E+00,1.90E+00,3.33E+00,-2.65E+01,5.27E-01,-3.18E+00,1.00E+00
106-44-5,8.99E-01,2.03E+00,-1.02E+01,1.18E+00,7.27E-01,2.00E+02,-6.09E+00,-7.11E-01,5.05E+00,2.47E+00,1.95E+00,2.41E+01,-1.00E+00,-7.73E-01,5.00E+00
106-48-9,6.01E-01,2.11E+00,-1.12E+01,1.38E+00,7.32E-01,2.22E+02,-6.20E+00,-5.35E-01,5.97E+00,2.21E+00,2.43E+00,3.94E+01,-1.03E+00,-8.58E-01,5.00E+00
106-49-0,1.36E+00,2.03E+00,-1.01E+01,9.03E-01,5.28E-01,2.10E+02,-5.72E+00,-8.64E-01,5.91E+00,1.87E+00,1.38E+00,1.31E+00,-6.63E-01,-7.37E-01,5.00E+00
107-07-3,1.18E+00,1.91E+00,-1.17E+01,1.12E+00,6.73E-01,1.24E+02,-5.23E+00,-8.52E-01,4.08E+00,8.96E-01,-2.12E-02,-5.53E+01,8.42E-01,8.99E-01,1.00E+00
107-10-8,2.44E+00,1.77E+00,-1.10E+01,2.49E-01,6.46E-01,4.58E+01,-4.83E+00,-8.30E-01,3.79E+00,7.47E-01,4.54E-01,-8.32E+01,2.46E+00,1.23E+00,2.00E+00
107-11-9,1.19E+00,1.76E+00,-1.05E+01,3.55E-01,7.14E-01,5.75E+01,-4.82E+00,-8.11E-01,3.73E+00,6.17E-01,1.23E-01,-8.72E+01,2.37E+00,1.24E+00,2.00E+00
107-15-3,1.38E+00,1.78E+00,-1.07E+01,4.94E-01,9.24E-01,1.19E+02,-8.48E+00,-1.11E+00,6.70E+00,6.29E-01,-1.90E+00,1.37E+01,9.23E-01,1.19E+00,5.00E+00
107-22-2,2.42E+00,1.76E+00,-1.09E+01,1.14E-01,8.80E-01,4.90E+01,-8.02E+00,-7.91E-01,2.26E+00,8.56E-01,-7.56E-02,1.54E+01,2.22E+00,1.16E+00,3.00E+00
107-31-3,2.09E+00,1.78E+00,-1.25E+01,1.85E-01,6.91E-01,3.49E+01,-3.86E+00,-9.25E-01,1.77E+00,8.01E-01,-2.44E-02,-9.62E+01,2.62E+00,5.33E-01,3.00E+00
107-41-5,3.62E+00,2.07E+00,-1.06E+01,5.66E-01,7.29E-01,2.03E+02,-6.98E+00,-1.12E+00,7.17E+00,1.18E+00,1.01E+00,-1.97E+01,-1.88E+00,6.84E-01,1.00E+00
107-49-3,-2.76E-01,2.46E+00,-1.05E+01,2.07E-01,7.12E-01,2.87E+02,-6.45E+00,-6.62E-01,8.86E+00,1.83E+00,4.25E-01,1.96E+00,-3.65E+00,5.38E-01,5.00E+00
1076-46-6,3.06E+00,2.35E+00,-1.13E+01,5.26E-01,6.10E-01,3.10E+02,-8.56E+00,-9.64E-01,8.08E+00,1.66E+00,9.11E-01,1.93E+02,-7.91E+00,-2.43E+00,5.00E+00
107-86-8,9.39E-01,1.92E+00,-1.03E+01,7.52E-01,5.65E-01,1.20E+02,-4.64E+00,-9.80E-01,3.23E+00,1.23E+00,8.74E-01,-6.48E+01,1.37E+00,-2.56E-01,3.00E+00
107-92-6,2.04E+00,1.95E+00,-1.16E+01,6.18E-01,6.32E-01,1.67E+02,-6.23E+00,-8.33E-01,4.23E+00,1.16E+00,-8.80E-01,2.42E+01,2.08E-02,3.28E-03,1.00E+00
107-93-7,3.04E+00,1.93E+00,-1.04E+01,6.04E-01,6.54E-01,1.81E+02,-6.22E+00,-8.36E-01,4.17E+00,1.37E+00,6.70E-01,4.72E+01,-5.68E-01,1.38E-01,3.00E+00
107-94-8,2.29E+00,2.04E+00,-1.18E+01,5.81E-01,7.34E-01,1.68E+02,-6.57E+00,-5.54E-01,4.28E+00,9.41E-01,4.21E-01,4.67E+01,-8.18E-01,6.78E-01,1.00E+00
1081-34-1,-2.36E+00,2.40E+00,-1.10E+01,2.97E+00,1.82E+00,3.35E+02,-4.09E+00,1.77E+00,8.97E+00,4.88E+00,5.62E+00,8.63E+01,-4.69E+00,-6.35E+00,5.00E+00
108-18-9,1.99E+00,2.01E+00,-1.07E+01,6.80E-01,1.28E+00,9.16E+01,-4.70E+00,-8.51E-01,4.24E+00,1.57E+00,1.44E+00,-6.40E+01,1.83E+00,3.33E-02,1.00E+00
108-20-3,2.91E+00,2.01E+00,-1.10E+01,8.15E-01,9.51E-01,7.61E+01,-2.75E+00,-6.34E-01,2.81E+00,1.46E+00,1.57E+00,-9.71E+01,2.09E+00,-1.41E+00,1.00E+00
108-21-4,2.40E+00,2.01E+00,-1.16E+01,6.41E-01,6.15E-01,9.17E+01,-3.65E+00,-8.48E-01,2.76E+00,1.15E+00,1.53E+00,-8.46E+01,1.72E+00,-6.74E-01,5.00E+00
108-24-7,2.27E+00,2.01E+00,-1.17E+01,7.00E-01,8.79E-01,1.33E+02,-5.91E+00,-1.14E+00,2.75E+00,1.21E+00,2.29E-01,-6.11E+01,5.43E-01,9.31E-02,3.00E+00
108-32-7,2.70E+00,2.01E+00,-1.14E+01,3.00E-01,6.16E-01,2.32E+02,-7.82E+00,-9.91E-01,3.84E+00,1.36E+00,-3.74E-01,-3.59E+01,-1.32E+00,2.71E-01,3.00E+00
108-38-3,8.40E-01,2.03E+00,-1.08E+01,1.16E+00,9.75E-01,1.40E+02,-2.17E+00,-3.76E-01,3.87E+00,2.30E+00,3.15E+00,-3.30E+01,9.43E-01,-2.84E+00,1.00E+00
108-42-9,6.92E-01,2.11E+00,-1.05E+01,6.57E-01,9.48E-01,2.24E+02,-6.12E+00,-6.50E-01,6.21E+00,2.13E+00,1.90E+00,1.27E+01,-1.09E+00,-1.48E+00,5.00E+00
108-43-0,7.00E-01,2.11E+00,-1.12E+01,1.26E+00,7.29E-01,2.20E+02,-6.24E+00,-5.83E-01,5.95E+00,2.49E+00,2.47E+00,3.56E+01,-9.73E-01,-8.16E-01,5.00E+00
108-59-8,1.65E+00,2.12E+00,-1.15E+01,4.77E-01,6.16E-01,1.81E+02,-5.48E+00,-1.12E+00,3.92E+00,1.31E+00,-2.48E-02,-3.80E+01,-1.23E-01,-5.04E-01,5.00E+00
108-67-8,8.95E-01,2.08E+00,-1.04E+01,2.17E+00,5.34E-01,1.69E+02,-2.12E+00,2.16E-01,4.54E+00,2.74E+00,3.55E+00,-4.95E+01,5.95E-01,-3.31E+00,1.00E+00
108-68-9,1.19E+00,2.09E+00,-1.00E+01,9.59E-01,7.31E-01,2.18E+02,-6.15E+00,-9.22E-01,6.07E+00,2.71E+00,2.32E+00,3.82E+01,-1.24E+00,-1.39E+00,5.00E+00
108-70-3,1.94E-01,2.26E+00,-1.23E+01,3.00E+00,6.56E-01,2.12E+02,-2.72E+00,1.15E+00,5.05E+00,3.00E+00,4.06E+00,5.33E+01,-4.71E-01,-3.98E+00,1.00E+00
108-80-5,2.19E+00,2.11E+00,-1.26E+01,-2.37E-01,7.91E-01,2.90E+02,-8.00E+00,-9.60E-01,7.89E+00,1.57E+00,-9.58E-01,3.52E+02,-7.59E+00,-1.64E+00,5.00E+00
108-83-8,1.81E+00,2.15E+00,-1.07E+01,1.52E+00,6.12E-01,1.67E+02,-3.72E+00,-9.99E-01,4.54E+00,2.33E+00,3.28E+00,-2.12E+01,2.01E-01,-2.08E+00,1.00E+00
108-85-0,4.65E-01,2.21E+00,-1.16E+01,2.31E+00,7.96E-01,1.63E+02,-3.20E+00,-3.78E-01,3.97E+00,2.49E+00,3.28E+00,-5.00E+01,6.69E-01,-2.58E+00,1.00E+00
108-86-1,2.71E-01,2.20E+00,-1.21E+01,1.25E+00,7.90E-01,1.62E+02,-2.62E+00,-9.65E-01,3.96E+00,2.51E+00,2.99E+00,-1.55E+01,5.38E-01,-2.50E+00,1.00E+00
108-87-2,1.34E+00,1.99E+00,-1.11E+01,2.34E+00,6.15E-01,1.02E+02,-5.00E-01,4.18E-01,3.59E+00,2.48E+00,3.70E+00,-6.81E+01,1.55E+00,-3.76E+00,1.00E+00
108-93-0,2.43E+00,2.00E+00,-1.09E+01,6.82E-01,6.67E-01,1.55E+02,-5.30E+00,-9.12E-01,4.81E+00,1.67E+00,1.33E+00,1.17E+01,-4.81E-02,-6.31E-01,5.00E+00
109-00-2,2.34E+00,1.98E+00,-1.05E+01,7.01E-01,5.53E-01,2.75E+02,-6.75E+00,-5.86E-01,4.90E+00,1.27E+00,3.51E-01,1.10E+02,-1.05E+00,9.73E-02,5.00E+00
109-46-6,5.85E-01,2.27E+00,-1.08E+01,1.37E+00,6.87E-01,2.79E+02,-7.23E+00,-9.53E-01,7.93E+00,2.48E+00,2.64E+00,6.66E+01,-1.41E+00,-1.29E+00,5.00E+00
109-52-4,1.71E+00,2.01E+00,-1.15E+01,6.18E-01,6.32E-01,1.82E+02,-6.19E+00,-9.22E-01,4.33E+00,1.30E+00,1.34E+00,-3.08E+01,-5.75E-01,-4.05E-01,1.00E+00
109-53-5,2.39E+00,2.00E+00,-1.03E+01,8.68E-01,6.33E-01,8.53E+01,-2.79E+00,-5.18E-01,3.27E+00,1.35E+00,1.68E+00,-1.12E+02,1.83E+00,-1.34E+00,1.00E+00
